No,ECAR PART,SUBPART,Subpart Section,Subpart Subsection,SUBPART HEADING,SUBPART SECTION HEADING,REGULATION  STATEMENT
1054,121,k,121.345,B,Instrument and Equipment Requirements,Radio communication and navigation equipment,(b) Navigation equipment
1055,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,1. An aeroplane shall be provided with navigation equipment which will enable it to proceed:
1056,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,a) in accordance with its operational flight plan; and
1057,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"b) in accordance with the requirements of air traffic services; except when, if not so precluded by the appropriate authority, navigation for flights under the visual flight rules VFR is accomplished by visual reference to landmarks"
1058,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"2. For operations where a navigation specification for performance-based navigation (PBN) has been prescribed, an aeroplane shall, in addition to the requirements specified in (1):"
1059,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,a) be provided with navigation equipment which will enable it to operate in accordance with the prescribed navigation specification(s); and
1060,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,b) be authorized by the ECAA for such operations. have information relevant to the aeroplane navigation specification capabilities listed in the flight manual or other aeroplane documentation approved by the State of the Design or State of Registry; and
1061,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"c) have information relevant to the aeroplane navigation specification capabilities included in the MEL.
Note.— Guidance on aeroplane documentation is contained in the Performance-based Navigation (PBN) Manual (Doc 9613)."
1062,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"3. the ECAA shall, for operations where a navigation specification for PBN has been prescribed, ensure that the operator has established and documented:"
1063,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,a) normal and abnormal procedures including contingency procedures;
1064,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,b) flight crew qualification and proficiency requirements in accordance with the appropriate navigation specifications
1065,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,c) a training programme for relevant personnel consistent with the intended operations; and
1066,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"d) appropriate maintenance procedures to ensure continued airworthiness in accordance with the appropriate navigation specifications.
Note 1.— Guidance on safety risks and mitigations for PBN operations, in accordance with Annex 19, are contained in the Performance-based Navigation (PBN) Operational Approval Manual (Doc 9997).
Note 2.— Electronic navigation data management is an integral part of normal and abnormal procedures"
1067,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"4. the ECAA shall issue a specific approval for operations based on PBN authorization required (AR) navigation specifications.
Note.— Guidance on specific approvals for PBN authorization required (AR) navigation specifications is contained in the Performance-based Navigation (PBN) Operational Approval Manual (Doc 9997)."
1068,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"5. For flights in defined portions of airspace where, based on Regional Air Navigation Agreement, minimum navigation performance specifications (MNPS) are prescribed, an aeroplane shall be provided with navigation equipment which:"
1069,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,a) continuously provides indications to the flight crew of adherence to or departure from track to the required degree of accuracy at any point along that track; and
1070,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"b) has been authorized by the ECAA of the Operator for the MNPS operations concerned.
Note.— The prescribed minimum navigation performance specifications and the procedures governing their application are published in the Regional Supplementary Procedures (Doc 7030)."
1071,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"6. For flights in defined portions of airspace where, based on Regional Air Navigation Agreement, a reduced vertical separation minimum (RVSM) of 300 m (1 000 ft) is applied between FL 290 and FL 410 inclusive:"
1072,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"a) the aeroplane shall be provided with equipment which is capable of:
1) indicating to the flight crew the flight level being flown;
2) automatically maintaining a selected flight level;
3) providing an alert to the flight crew when a deviation occurs from the selected flight level. The threshold for the alert shall not exceed ± 90 m (300 ft); and
4) automatically reporting pressure-altitude; and"
1073,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,b) the ECAA shall issue a specific approval for RVSM operations
1074,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"7. Prior to granting the RVSM specific approval required in accordance with (6) b), the ECAA shall be satisfied that:"
1075,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,a) the vertical navigation performance capability of the aeroplane satisfies the requirements specified in Appendix 4;
1076,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,b) the operator has instituted appropriate procedures in respect of continued airworthiness (maintenance and repair) practices and programmes; and
1077,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"c) the operator has instituted appropriate flight crew procedures for operations in RVSM airspace.
Note.— An RVSM specific approval is valid globally on the understanding that any operating procedures specific to a given region will be stated in the operations manual or appropriate crew guidance."
1078,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"8. the ECAA, in consultation with the State of Registry if appropriate, shall ensure that, in respect of those aeroplanes mentioned in (6), adequate provisions exist for:"
1079,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"a) receiving the reports of height-keeping performance issued by the monitoring agencies established in accordance with Annex 11, 3.3.4.1; and"
1080,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"b) taking immediate corrective action for individual aircraft, or aircraft type groups, identified in such reports as not complying with the height-keeping requirements for operation in airspace where RVSM is applied."
1081,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"9. The ECAA that has issued RVSM specific approval to an operator shall establish a requirement which ensures that a minimum of two aeroplanes of each aircraft type grouping of the operator have their height-keeping performance monitored, at least once every two years or within intervals of 1 000 flight hours per aeroplane, whichever period is longer. If an operator aircraft type grouping consists of a single aeroplane, monitoring of that aeroplane shall be accomplished within the specified period.
Note.— Monitoring data from any regional monitoring programme established in accordance with Annex 11, 3.3.5.2, may be used to satisfy the requirement"
1082,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"10. All States that are responsible for airspace where RVSM has been implemented, or that have issued RVSM specific approvals to operators within their State, shall establish provisions and procedures which ensure that appropriate action will be taken in respect of aircraft and operators found to be operating in RVSM airspace without a valid RVSM specific approval.
Note 1.— These provisions and procedures need to address both the situation where the aircraft in question is operating without a specific approval in the airspace of the State, and the situation where an operator for which the State has regulatory oversight responsibility is found to be operating without the required specific approval in the airspace of another State.            Note 2.— Guidance material relating to the specific approval for operation in RVSM airspace is contained in the Manual on Implementation of a 300 m (1 000 ft) Vertical Separation Minimum Between FL 290 and FL 410 Inclusive (Doc 9574)."
1083,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"11. The aeroplane shall be sufficiently provided with navigation equipment to ensure that, in the event of the failure of one item of equipment at any stage of the flight, the remaining equipment will enable the aeroplane to navigate in accordance with (1) and, where applicable, (2), (5) and (6).
Note.— Guidance material relating to aircraft equipment necessary for flight in airspace where RVSM is applied is contained in the Manual on Implementation of a 300 m (1 000 ft) Vertical Separation Minimum Between FL 290 and FL 410 Inclusive (Doc 9574)."
1084,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"12. On flights in which it is intended to land in instrument meteorological conditions, an aeroplane shall be provided with radio equipment capable of receiving signals providing guidance to a point from which a visual landing can be effected. This equipment shall be capable of providing such guidance for each aerodrome at which it is intended to land in instrument meteorological conditions and for any designated alternate aerodromes"
1085,121,k,121.345,C,Instrument and Equipment Requirements,Radio communication and navigation equipment,(c) Surveillance equipment
1086,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,1. An aeroplane shall be provided with surveillance equipment which will enable it to operate in accordance with the requirements of air traffic services
1087,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"2. For operations where surveillance equipment is required to meet an RSP specification for performance-based surveillance (PBS), an aeroplane shall, in addition to the requirements specified in (1):"
1088,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,a) be provided with surveillance equipment which will enable it to operate in accordance with the prescribed RSP specification(s);
1089,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,b) have information relevant to the aeroplane RSP specification capabilities listed in the flight manual or other aeroplane documentation approved by the State of Design or State of Registry; and
1090,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"c) have information relevant to the aeroplane RSP specification capabilities included in the MEL.
Note 1.— Information on surveillance equipment is contained in the Aeronautical Surveillance Manual (Doc 9924).
Note 2.— Information on RSP specifications for performance-based surveillance is contained in the Performance-based Communication and Surveillance (PBCS) Manual (Doc 9869)."
1091,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"3. ECAA, for operations where an RSP specification for PBS has been prescribed, ensure that the operator has established and documented:"
1092,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"a) normal and abnormal procedures, including contingency procedures;"
1093,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"b) flight crew qualification and proficiency requirements, in accordance with appropriate RSP specifications;"
1094,121,k,121.345,,Instrument and Equipment Requirements,Radio communication and navigation equipment,c) a training programme for relevant personnel consistent with the intended operations; and
1095,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"d) appropriate maintenance procedures to ensure continued airworthiness, in accordance with appropriate RSP specifications."
1096,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"4. ECAA shall ensure that, in respect of those aeroplanes mentioned in (2), adequate provisions exist for:"
1097,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"a) receiving the reports of observed surveillance performance issued by monitoring programmes established in accordance with Annex 11, Chapter 3, 3.3.5.2; and"
1098,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"b) taking immediate corrective action for individual aircraft, aircraft types or operators, identified in such reports as not complying with the RSP specification."
1099,121,k,121.345,D,Instrument and Equipment Requirements,Radio communication and navigation equipment,(d) Installation
1100,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"The equipment installation shall be such that the failure of any single unit required for communications, navigation or surveillance purposes or any combination thereof will not result in the failure of another unit required for communications, navigation or surveillance purposes"
1101,121,k,121.345,E,Instrument and Equipment Requirements,Radio communication and navigation equipment,(e) Electronic navigation data management
1102,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,"1. An operator shall not employ electronic navigation data products that have been processed for application in the air and on the ground unless the ECAA has approved the operator’s procedures for ensuring that the process applied and the products delivered have met acceptable standards of integrity and that the products are compatible with the intended function of the equipment that will use them. The ECAA shall ensure that the operator continues to monitor both process and products.
Note.— Guidance relating to the processes that data suppliers may follow is contained in RTCA DO-200A/EUROCAE ED-76 and RTCA DO-201A/EUROCAE ED-77."
1103,121,k,121.345,-,Instrument and Equipment Requirements,Radio communication and navigation equipment,2. An operator shall implement procedures that ensure the timely distribution and insertion of current and unaltered electronic navigation data to all aircraft that require it.
1104,121,k,121.347,A,Instrument and Equipment Requirements,Radio equipment for operations under VFR over routes navigated by pilotage,"(a) No person may operate an aircraft under VFR over routes that can be navigated by pilotage, unless it is equipped with the radio equipment necessary under normal operating conditions to fulfill the following"
1105,121,k,121.349,-,Instrument and Equipment Requirements,Radio equipment for operations under VFR over routes navigated by pilotage,(1) Communicate with at least one appropriate ground station from any point on the route and has the ability to communicate on 121.5 MHz
1106,121,k,121.349,-,Instrument and Equipment Requirements,Radio equipment for operations under VFR over routes navigated by pilotage,(2) Communicate with appropriate traffic control facilities from any point in the area within which flights are intended.
1107,121,k,121.349,-,Instrument and Equipment Requirements,Radio equipment for operations under VFR over routes navigated by pilotage,(3) Receive meteorological information from any point en route by either of two independent systems. One of the means provided to comply with this subparagraph may be used to comply with subparagraphs (1) and (2) of this paragraph
1108,121,k,121.349,B,Instrument and Equipment Requirements,Radio equipment for operations under VFR over routes navigated by pilotage,"(b) No person may operate an aircraft at night under VFR over routes that can be navigated by pilotage unless that aircraft is equipped with the radio equipment necessary under normal operating conditions to fulfill the functions specified in paragraph (a) of this section and to receive radio navigational signals applicable to the route flown, except that a marker beacon receiver or ILS receiver is not required"
1109,121,k,121.349,A,Instrument and Equipment Requirements,Radio equipment for operations under VFR over routes not navigated by pilotage or for operations under IFR or over the-top,"(a) No person may operate an aircraft at night under VFR over routes that cannot be navigated by pilotage or for operations conducted under IFR or over-the-top, unless the aircraft is equipped with that radio equipment necessary under normal operating conditions to fulfill the functions specified in 121.347(a) and to receive satisfactorily by either of two independent systems, radio navigational signals from all primary en route and approach navigational facilities intended to be used. However, only one marker beacon receiver is required, provided visual and aural signals and one ILS receiver are provided. Equipment provided to receive signals en route may be used to receive signals on approach, if it is capable of receiving both signals"
1110,121,k,121.349,B,Instrument and Equipment Requirements,Radio equipment for operations under VFR over routes not navigated by pilotage or for operations under IFR or over the-top,"(b) In the case of operation over routes on which navigation is based on low frequency radio range or automatic direction finding, only one low frequency radio range or ADF receiver need be installed if the aircraft is equipped with two VOR receivers, and VOR navigational aids are so located and the aircraft is so fueled that, in the case of failure of the low frequency radio range receiver or ADF receiver, the flight may proceed safely to a suitable airport, by means of VOR aids, and complete an instrument approach by use of the remaining aircraft radio system."
1111,121,k,121.349,C,Instrument and Equipment Requirements,Radio equipment for operations under VFR over routes not navigated by pilotage or for operations under IFR or over the-top,"(c) Whenever VOR navigational receivers are required by paragraph (a) or (b) of this section, at least one approved distance measuring equipment unit (DME) capable of receiving and indicating distance information from VORTAC facilities must be installed on each aircraft.
If the distance measuring equipment (DME) becomes inoperative en route the pilot shall notify ATC of that failure as soon as it occurs."
1112,121,k,121.351,A,Instrument and Equipment Requirements,Radio and navigation equipment for extended overwater operations and for certain other operations,(a) No person may conduct an extended overwater operating unless the aircraft is equipped with the radio equipment necessary to comply with 121.349 and an independent system that complies with 121.347 (a) (1) and two long range navigation systems when VOR or ADF radio navigation equipment is unusable along any portion of the route being flown
1113,121,k,121.351,B,Instrument and Equipment Requirements,Radio and navigation equipment for extended overwater operations and for certain other operations,"(b) No operator may conduct an operation without the equipment specified in paragraph (a) of this section, if the ECAA finds that equipment to be necessary for search and rescue operations because of the nature of the terrain to be flown over."
1114,121,k,121.352,A,Instrument and Equipment Requirements,"Aeroplanes and helicopters (helicopters operated in Egypt) equipped with automatic landing systems, a head-up display (HUD) or equivalent displays, enhanced vision systems (EVS), synthetic vision systems (SVS) and/or combined vision systems (CVS)","(a) Notwithstanding Item(121.580a,3 to 4) where aeroplanes or helicopters are equipped with automatic landing systems, a HUD or equivalent displays, EVS, SVS or CVS, or any combination of those systems into a hybrid system, criteria for the use of such systems for the safe operation of an aeroplane or a helicopter shall be established by ECAA.
Note 1.— Information regarding automatic landing systems , a HUD or equivalent displays, EVS, SVS or CVS, including references to RTCA and EUROCAE documents is contained in the Manual of All-Weather Operations (Doc 9365).
Note 2.— Automatic landing system — helicopter is an automatic approach using airborne systems which provide automatic control of the flight path, to a point aligned with the landing surface, from which the pilot can transition to a safe landing by means of natural vision without the use of automatic control."
1115,121,k,121.352,B,Instrument and Equipment Requirements,"Aeroplanes and helicopters (helicopters operated in Egypt) equipped with automatic landing systems, a head-up display (HUD) or equivalent displays, enhanced vision systems (EVS), synthetic vision systems (SVS) and/or combined vision systems (CVS)","(b) In approving the operational use of automatic landing systems, a HUD or equivalent displays, EVS, SVS or CVS, ECAA shall ensure that:
(1) the equipment meets the appropriate airworthiness certification requirements;
(2) the operator has carried out a safety risk assessment of the operations supported by the automatic landing systems, a HUD or equivalent displays, EVS, SVS or CVS;
(3) the operator has established and documented the procedures for the use of, and training requirements for, automatic landing systems, a HUD or equivalent displays, EVS, SVS or CVS.
Note 1.— Guidance on safety risk assessments is contained in the Safety Management Manual (SMM) (Doc 9859).
Note 2.— Guidance on operational approvals is contained in Attachment I of Annex 6 Part I."
1116,121,k,121.353,-,Instrument and Equipment Requirements,Emergency equipment for operations over uninhabited terrain areas,"Unless it has the following equipment, no operator may conduct operations over an uninhabited area or any other area that (in the operator’s operations specifications) the ECAA requires equipment for search and rescue in case of an emergency:"
1117,121,k,121.353,A,Instrument and Equipment Requirements,Emergency equipment for operations over uninhabited terrain areas,"(a) Suitable pyrotechnic signaling devices, as specified in 91.206(d);"
1118,121,k,121.353,B,Instrument and Equipment Requirements,Emergency equipment for operations over uninhabited terrain areas,"(b) Enough survival kits, appropriately equipped for the route being flown and for the number of occupants of the aircraft; and"
1119,121,k,121.353,C,Instrument and Equipment Requirements,Emergency equipment for operations over uninhabited terrain areas,(c) Emergency locator transmitter equipment that meets the requirements specified in Part 91.207 (unless exempted from the ECAA due to technical reasons of non-availability of approved kits/spares).
1120,121,k,121.355,-,Instrument and Equipment Requirements,Equipment for operations on which specialized means of navigation are used,No certificate holder may conduct an operation:
1121,121,k,121.355,A,Instrument and Equipment Requirements,Equipment for operations on which specialized means of navigation are used,(a) Using Doppler Radar or an inertial navigation system outside the Arab Republic of Egypt unless such systems have been approved by the ECAA; or
1122,121,k,121.355,B,Instrument and Equipment Requirements,Equipment for operations on which specialized means of navigation are used,"(b) Using Doppler radar or an inertial navigation system within the Arab Republic of Egypt, or any other specialized means of navigation, unless is shows that an adequate airborne system is provided for the specialized navigation authorized for the particular operation"
1123,121,k,121.356,A,Instrument and Equipment Requirements,Airborne Collision Avoidance System (ACAS II),"(a) All turbine powered aircraft of a maximum certificated takeoff weight in excess of 5700 kg or authorized to carry more than 19 passengers , shall be equipped with an approved ACAS II system and the appropriate class of mode “S” transponder, unless required sooner by a country in which the aircraft will operate;
Recommendation.— All aero planes should be equipped with an airborne collision avoidance system (ACAS II)."
1124,121,k,121.356,B,Instrument and Equipment Requirements,Airborne Collision Avoidance System (ACAS II),"(b) An ACAS II system shall satisfy the minimum performance level , be installed and operate in accordance with the relevant provisions of ICAO Annex 10, Volume IV, Ch.4 as amended; and"
1125,121,k,121.356,C,Instrument and Equipment Requirements,Airborne Collision Avoidance System (ACAS II),"(c) The appropriate manuals required by this Part shall contain the following information on the ACAS II system, as required by this section:
(1) Appropriate procedures for:
(i) The operation of the equipment; and
(ii) Proper cockpit crew action with respect to the equipment.
(2) An outline of all input sources that must be operative for the ACAS II system to function properly"
1126,121,k,121.356,D,Instrument and Equipment Requirements,Airborne Collision Avoidance System (ACAS II),"(d) All new ACAS installation shall monitor own aircraft’s vertical rate to verify compliance with RA sense. If non-compliance is detected, ACAS shall stop assuming compliance, and instead shall assume the observed vertical rate . Compliance with this requirement can be achieved through the implementation of TCAS version 7.1; previous versions do not comply with this requirement."
1127,121,k,121.356,E,Instrument and Equipment Requirements,Airborne Collision Avoidance System (ACAS II),"(e) After 1 January 2017, All ACAS units shall comply with the requirements stated in (d) above.
Recommendation.— All ACAS should be compliant with the requirements stated in (d) above"
1128,121,k,121.357,A,Instrument and Equipment Requirements,Airborne weather radar equipment requirements,"(a) No person may operate any aircraft certificated with a MGTW of over 12,500 pounds (5700Kg) unless approved airborne weather radar equipment has been installed in the aircraft."
1129,121,k,121.357,B,Instrument and Equipment Requirements,Airborne weather radar equipment requirements,(b) [Reserved]
1130,121,k,121.357,C,Instrument and Equipment Requirements,Airborne weather radar equipment requirements,"(c) Each person operating an aircraft required to have approved airborne weather radar equipment installed shall, when using it under this Part, operate it in accordance with the following:"
1131,121,k,121.357,-,Instrument and Equipment Requirements,Airborne weather radar equipment requirements,"(1) Dispatch. No person may dispatch or begin the flight of an aircraft under IFR or night VFR conditions when current weather reports indicate that thunderstorms, or other potentially hazardous weather conditions that can be detected with airborne weather radar, may reasonably be expected along the route to be flown, unless the airborne weather radar equipment is in satisfactory operating condition; and"
1132,121,k,121.357,-,Instrument and Equipment Requirements,Airborne weather radar equipment requirements,"(2) If the airborne weather radar becomes inoperative en route, the aircraft must be operated in accordance with the approved instructions and procedures specified in the operations manual for such an event"
1133,121,k,121.357,D,Instrument and Equipment Requirements,Airborne weather radar equipment requirements,"(d) Notwithstanding any other provision of this Part, an alternate electrical power supply is not required for airborne weather radar equipment."
1134,121,k,121.358,A,Instrument and Equipment Requirements,Forward looking wind shear warning systems,(a) All turbojet aircraft of a maximum certificated takeoff gross weight of 5700 kg or more or authorized to carry more than 9 passengers should be equipped with a forward looking wind shear system
1135,121,k,121.358,B,Instrument and Equipment Requirements,Forward looking wind shear warning systems,"(b) A forward looking wind shear warning system should be capable of providing the cockpit crew with timely aural and visual warning of wind shear ahead of the aircraft, and the information required to permit the cockpit crew to safely execute a missed approach or escape maneuver if necessary. The system shall provide an indication to the cockpit crew when the limits specified for the certification of the automatic landing system are being approached, when this automatic landing system is being used."
1136,121,k,121.358,C,Instrument and Equipment Requirements,Forward looking wind shear warning systems,"(c) The system should also provide an indication to the pilot when the limits specified for the certification of automatic landing equipment are being approached, when such equipment is in use."
1137,121,k,121.359,-,Instrument and Equipment Requirements,Electronic flight bags (EFBs),"Note.— Guidance on EFB equipment, functions and specific approval is contained in EAC 121.15 and the Manual on Electronic Flight Bags (ICAO Doc 10020)."
1138,121,k,121.359,A,Instrument and Equipment Requirements,Electronic flight bags (EFBs),"(a) Where portable EFBs are used on board an aeroplane or a helicopter, the operator shall ensure that they do not affect the performance of the aeroplane systems, equipment or the ability to operate the aeroplane or the helicopter"
1139,121,k,121.359,B,Instrument and Equipment Requirements,Electronic flight bags (EFBs),(b) Where EFBs are used on board an aeroplane or the helicopter the operator shall:
1140,121,k,121.359,-,Instrument and Equipment Requirements,Electronic flight bags (EFBs),(1) Assess the safety risk(s) associated with each EFB function;
1141,121,k,121.359,-,Instrument and Equipment Requirements,Electronic flight bags (EFBs),"(2) Establish and document the procedures for the use of, and training requirements for, the device and each EFB function; and"
1142,121,k,121.359,-,Instrument and Equipment Requirements,Electronic flight bags (EFBs),"(3) Ensure that, in the event of an EFB failure, sufficient information is readily available to the flight crew for the flight to be conducted safely.
Note.— Guidance on safety risk assessments is contained in the Safety Management Manual (SMM) (Doc 9859)."
1143,121,k,121.359,C,Instrument and Equipment Requirements,Electronic flight bags (EFBs),(c) the ECAA shall issue a specific approval for the operational use of EFB functions to be used for the safe operation of aeroplanes or helicopters.
1144,121,k,121.359,D,Instrument and Equipment Requirements,Electronic flight bags (EFBs),"(d) When issuing a specific approval for the use of EFBs, the ECAA shall ensure that:"
1145,121,k,121.359,-,Instrument and Equipment Requirements,Electronic flight bags (EFBs),"(1) The EFB equipment and its associated installation hardware, including interaction with aeroplane or helicopter systems if applicable, meet the appropriate airworthiness certification requirements"
1146,121,k,121.359,-,Instrument and Equipment Requirements,Electronic flight bags (EFBs),(2) The operator has assessed the safety risks associated with the operations supported by the EFB function(s);
1147,121,k,121.359,-,Instrument and Equipment Requirements,Electronic flight bags (EFBs),(3) The operator has established requirements for redundancy of the information (if appropriate) contained in and displayed by the EFB function(s)
1148,121,k,121.359,-,Instrument and Equipment Requirements,Electronic flight bags (EFBs),(4) The operator has established and documented procedures for the management of the EFB function(s) including any database it may use; and
1149,121,k,121.359,-,Instrument and Equipment Requirements,Electronic flight bags (EFBs),"(5) The operator has established and documented the procedures for the use of, and training requirements for, the EFB and the EFB function(s)."
1150,121,k,121.360,A,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems",(a) All turbine-engine aeroplanes of a maximum certificated take-off mass in excess of 5 700 kg or authorized to carry more than nine passengers shall be equipped with a ground proximity warning system which has a forward-looking terrain avoidance function
1151,121,k,121.360,B,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems",(b) The operator shall implement database management procedures that ensure the timely distribution and update of current terrain and obstacle data to the ground proximity warning system
1152,121,k,121.360,C,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems","(c) Recommendation: All turbine-engine aeroplanes of a maximum certificated take-off mass of 5700 kg or less and authorized to carry more than five but not more than nine passengers should be equipped with a ground proximity warning system which provides the warnings of (h)(1) and 3), warning of unsafe terrain clearance and a forward looking terrain avoidance function"
1153,121,k,121.360,D,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems","(d) All turbine-engine aeroplanes of a maximum certificated take-off mass of 5 700 kg or less and
authorized to carry more than five but not more than nine passengers for which the individual certificate of airworthiness is first issued on or after 1 January 2026, shall be equipped with a ground proximity warning system which provides the warning for unsafe terrain clearance and a forward-looking terrain avoidance function"
1154,121,k,121.360,E,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems","(e) From 1 January 2007 all piston-engine aeroplanes of a maximum certificated take-off mass in excess of 5700 kg or authorized to carry more than nine passengers shall be equipped with a ground proximity warning system which provides the warnings in (f) (1) and (3) below, warning of unsafe terrain clearance and a forward looking terrain avoidance function"
1155,121,k,121.360,F,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems",(f) A ground proximity warning system shall provide automatically a timely and distinctive warning to the flight crew when the aeroplane is in potentially hazardous proximity to the earth’s surface
1156,121,k,121.360,G,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems","(g) A ground proximity warning system shall provide, unless otherwise specified herein, warnings of the following circumstances"
1157,121,k,121.360,-,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems",(1) Excessive descent rate;
1158,121,k,121.360,-,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems",(2) Excessive terrain closure rate;
1159,121,k,121.360,-,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems",(3) Excessive altitude loss after take-off or go-around;
1160,121,k,121.360,-,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems","(4) Unsafe terrain clearance while not in landing configuration;
(i) Gear not locked down;
(ii) Flaps not in a landing position; and"
1161,121,k,121.360,-,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems",(5) Excessive descent below the instrument glide path.
1162,121,k,121.360,H,Instrument and Equipment Requirements,"Ground proximity, glide slope deviation and terrain avoidance warning systems",(h) The operator shall implement database management procedures that ensure the timely distribution and update of current terrain and obstacle data to the ground proximity warning system.
1163,121,L,121.361,A,"Maintenance, Preventive Maintenance, and Alterations",Applicability,(a) An operator shall not operate an aircraft unless it is maintained and released to service by an organization appropriately approved by ECAA in accordance with Part 145.
1164,121,L,121.361,B,"Maintenance, Preventive Maintenance, and Alterations",Applicability,"(b) When an operator’s aircraft maintenance could not be completely achieved by its appropriately approved Part145 maintenance organization, a certificate holder may make contractual arrangements with another approved maintenance organization for the performance of any maintenance, preventive maintenance, or alterations. Those contracts must be acceptable to the ECAA. However, this does not relieve the certificate holder of the responsibility for the airworthiness and performance of its aircraft"
1165,121,L,121.363,-,"Maintenance, Preventive Maintenance, and Alterations",Applicability,The following definitions from Part 145 shall apply to this subpart:
1166,121,L,121.363,,"Maintenance, Preventive Maintenance, and Alterations",Applicability,(a) “Pre-flight inspection / Pre-Departure Check” means the inspection carried out before flight to ensure that the aircraft is fit for the intended flight. It does not include defect rectification.
1167,121,L,121.363,,"Maintenance, Preventive Maintenance, and Alterations",Applicability,(b) “Approved standard” means a manufacturing/design/maintenance/quality standard approved by the ECAA
1168,121,L,121.365,,"Maintenance, Preventive Maintenance, and Alterations",Application and approval of the certificate holder's maintenance system,"For the approval of the maintenance system an applicant for the initial issue, variation and renewal of an operations certificate shall submit to the ECAA:"
1169,121,L,121.365,A,"Maintenance, Preventive Maintenance, and Alterations",Application and approval of the certificate holder's maintenance system,(a) A maintenance control manual containing details of the organization structure including:
