No,GACAR PART,SUBPART,Subpart Section,Subpart Subsection,SUBPART HEADING,SUBPART SECTION HEADING,REGULATION  STATEMENT
118,43,A,43.23,-,General,Additional Performance Rules for Inspections.,"(2) If the aircraft is away from the station where inspections are normally conducted, an
appropriately rated mechanic, a certificated repair station, or the manufacturer of the aircraft may perform inspections in accordance with the procedures and using the forms of the person who would otherwise perform the inspection."
119,43,A,43.25,-,General,Airworthiness Limitations,"Each person performing an inspection or other maintenance specified in an Airworthiness
Limitations section of a manufacturer’s maintenance manual or ICA must perform the inspection or other maintenance in accordance with that section, or in accordance with operations specifications approved by the President under GACAR Part 121 or 135, or an inspection program approved under GACAR § 91.449(e)."
120,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(1) General: A major alteration is any alteration that would reduce the capability of aircraft or ability of the crew to cope with adverse operating conditions or prevent continued safe flight and landing—
121,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(i) If it were accomplished incorrectly;
122,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(ii) If it failed;
123,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(iii) If it malfunctioned; or
124,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(iv) If it otherwise could create an unsafe condition.
125,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,"(2) Airframe major alterations. Alterations of the following parts and alterations of the
following types, when not listed in the approved aircraft specifications, are airframe major
alterations:"
126,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(i) Wings.
127,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(ii) Tail surfaces.
128,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(iii) Fuselage.
129,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(iv) Engine mounts.
130,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(v) Control system.
131,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(vi) Landing gear.
132,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(vii) Hull or floats.
133,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,"(viii) Elements of an airframe including spars, ribs, fittings, shock absorbers, bracing,
cowlings, fairings, and balance weights."
134,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(ix) Hydraulic and electrical actuating system of components.
135,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(x) Rotor blades.
136,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(xi) Changes to the empty mass or empty balance which result in an increase in the maximum certificated mass or center of gravity limits of the aircraft.
137,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,"(xii) Changes to the basic design of the fuel, oil, cooling, heating, cabin pressurization,
electrical, hydraulic, deicing, or exhaust systems."
138,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,"(xiii) Changes to the wing or to fixed or movable control surfaces, which affect flutter and
vibration characteristics."
139,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,"(3) Powerplant major alterations. The following alterations of a powerplant, when not listed in the approved engine specifications, are powerplant major alterations:"
140,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,"(i) Conversion of an aircraft engine from one approved model to another, involving any
changes in compression ratio, propeller reduction gear, impeller gear ratios or the
substitution of major engine parts which requires extensive rework and testing of the
engine."
141,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,"(ii) Changes to the engine by replacing aircraft engine structural parts with parts not
supplied by the original manufacturer or parts not specifically approved by the President."
142,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,"(iii) Installation of an accessory, which is not approved for the engine."
143,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,"(iv) Removal of accessories listed as required equipment on the aircraft or engine
specification."
144,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(v) Installation of structural parts other than the type of parts approved for the installation.
145,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,"(vi) Conversions of any sort for using fuel of a rating or grade other than that listed in the
engine specifications."
146,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(4) Propeller major alterations. The following alterations of a propeller when not authorized in the approved propeller specifications are propeller major alterations:
147,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(i) Changes in blade design.
148,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(ii) Changes in hub design.
149,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(iii) Changes in the governor or control design.
150,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(iv) Installation of a propeller governor or feathering system.
151,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(v) Installation of propeller deicing system.
152,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,(vi) Installation of parts not approved for the propeller.
153,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Aletration,"(5) Appliance major alterations. Alterations of the basic design not made in accordance with recommendations of the appliance manufacturer or in accordance with an airworthiness directive are appliance major alterations. In addition, changes in the basic design of radio communication and navigation equipment approved under type certification or a technical standard order having an effect on frequency stability, noise level, sensitivity, selectivity, distortion, spurious radiation, Active Vibration Control characteristics, or ability to meet environmental test conditions, and other changes having an effect on the performance of the equipment are also major alterations."
154,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(1) General. A major repair is any repair that would reduce the capability of aircraft or ability of the crew to cope with adverse operating conditions or prevent continued safe flight and landing—
155,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(i) If it were accomplished incorrectly;
156,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(ii) If it failed;
157,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(iii) If it otherwise could create an unsafe condition.
158,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(2) Airframe major repairs. Repairs to the following parts of an airframe and repairs of the
following types, involving the strengthening, reinforcing, splicing, and manufacturing of
primary structural members or their replacement, when replacement is by fabrication such as riveting or welding, are airframe major repairs:"
159,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(i) Box beams.
160,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(ii) Monocoque or semimonocoque wings or control surfaces.
161,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(iii) Wing stringers or chord members.
162,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(iv) Spars.
163,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(v) Spar flanges.
164,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(vi) Members of truss-type beams.
165,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(vii) Thin sheet webs of beams.
166,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(viii) Keel and chine members of boat hulls or floats.
167,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(ix) Corrugated sheet compression members, which act as flange material of wings or tail
surfaces."
168,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(x) Wing main ribs and compression members.
169,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xi) Wing or tail surface brace struts.
170,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xii) Engine mounts.
171,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xiii) Fuselage longerons.
172,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(xiv) Members of the side truss, horizontal truss, or bulkheads."
173,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xv) Main seat support braces and brackets.
174,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xvi) Landing gear brace struts.
175,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xvii) Axles.
176,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xviii) Wheels.
177,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(xix) Skis, and ski pedestals."
178,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(xx) Parts of the control system such as control columns, pedals, shafts, brackets, or horns."
179,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xxi) Repairs involving the substitution of material.
180,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(xxii) The repair of damaged areas in metal or plywood stressed covering exceeding 6 in
(152 mm) in any direction."
181,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xxiii) The repair of portions of skin sheets by making additional seams.
182,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xxiv) The splicing of skin sheets.
183,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(xxv) The repair of three or more adjacent wing or control surface ribs or the leading edge of wings and control surfaces, between such adjacent ribs."
184,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(xxvi) Repair of fabric covering involving an area greater than that required to repair two
adjacent ribs."
185,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(xxvii) Replacement of fabric on fabric covered parts such as wings, fuselages, stabilizers,
and control surfaces."
186,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(xxviii) Repairing, including rebottoming, of removable or integral fuel tanks and oil tanks."
187,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(3) Powerplant major repairs. Repairs of the following parts of an engine and repairs of the
following types, are powerplant major repairs:"
188,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(i) Separation or disassembly of a crankcase or crankshaft of a reciprocating engine
equipped with an integral supercharger."
189,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(ii) Separation or disassembly of a crankcase or crankshaft of a reciprocating engine
equipped with other than spur-type propeller reduction gearing."
190,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(iii) Special repairs to structural engine parts by welding, plating, metalizing, or other
methods"
191,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(4) Turbine engine part classifications.
192,43,Appendix  A,-,B,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(i) General. Below are classifications of turbine engine structural parts and the general
classifications of engine repairs. Although each manufacturer may not use the identical
terminology used below, what they use must be equivalent to the following:"
193,43,Appendix  A,-,+,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(ii) Structural engine parts include the following:
194,43,Appendix  A,-,#VALUE!,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(A) All frames.
195,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(B) All casings/housings.
196,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(C) Engine mounts and associated engine structures.
197,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(D) Complete rotor assemblies.
198,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(iii) Engine frames include the following:
199,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(A) Front frames or front bearing support.
200,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(B) Compressor rear frame.
201,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(C) Turbine mid-frame.
202,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(D) Turbine rear-frame or rear bearing support.
203,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(iv) Engine Combustion casings/housings include the following:
204,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(A) Fan casing.
205,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(B) Compressor, low and high."
206,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(C) Combustor casing/housing.
207,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(D) Turbine casing/housing.
208,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(E) Accessory gear-case housing.
209,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(5) The following will apply to modular designed turbine engines, non-modular designed turbine engines, and reciprocating engines, as applicable:"
210,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(i) Modular Design Turbine Engines. The following repair classifications will apply:
211,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(A) The changing of modules is not considered a major repair.
212,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(B) The disassembly of a module may be a major repair. This will be determined by the
engine manufacturer’s repair/overhaul manual."
213,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(ii) Non-Modular Design Turbine Engines. The disassembly of any of the main sections of
a turbine engine should be considered a major repair. The main sections consist of the
following:"
214,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(A) Fan section
215,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(B) Compressor section, low and high pressure"
216,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(C) Combustion section
217,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(D) Turbine section
218,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(E) Accessory section
219,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(6) Reciprocating Engines. Major and minor repairs to structural parts of reciprocating engines are classified as follows:
220,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(i) Major repairs include the following:
221,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(A) Welding of crankcases.
222,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(B) Machining operations necessitated by a weld repair.
223,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(C) Crankshaft grinding.
224,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(D) Camshaft recontouring and similar complex precision machining.
225,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(E) Boring of crankshaft and camshaft bosses.
226,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(F) Machining of oil pump housings and accessory drive pads following weld repairs.
227,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(ii) Minor repairs include simple machine operations, such as spot facing, lapping and
grinding valves, and reaming valve guides in accordance with the manufacturer’s overhaul
and service instructions."
228,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(7) Propeller major repairs. Repairs of the following types to a propeller are propeller major repairs:
229,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(i) Any repairs to, or straightening of steel blades."
230,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(ii) Repairing or machining of steel hubs.
231,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(iii) Shortening of blades.
232,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(iv) Retipping of wood propellers.
233,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(v) Replacement of outer laminations on fixed pitch wood propellers.
234,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(vi) Repairing elongated bolt holes in the hub of fixed pitch wood propellers.
235,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(vii) Inlay work on wood blades.
236,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(viii) Repairs to composition blades.
237,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(ix) Replacement of tip fabric.
238,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(x) Replacement of plastic covering.
239,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xi) Repair of propeller governors.
240,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xii) Overhaul of controllable pitch propellers.
241,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(xiii) Repairs to deep dents, cuts, scars, nicks, and the like, and straightening of aluminum
blades."
242,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(xiv) The repair or replacement of internal elements of blades.
243,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(8) Appliance major repairs. Repairs of the following types to appliances are appliance major repairs:
244,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(i) Calibration and repair of instruments.
245,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(ii) Calibration of radio equipment.
246,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(iii) Rewinding the field coil of an electrical accessory.
247,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,(iv) Complete disassembly of complex hydraulic power valves.
248,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Major Repairs,"(v) Overhaul of pressure type carburetors, and pressure type fuel, oil and hydraulic pumps."
249,43,Appendix  A,-,C,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,"(c) Preventive maintenance. Preventive maintenance is limited to the following work, provided it does not involve complex assembly operations:"
250,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,"(1) Removal, installation, and repair of landing gear tires."
251,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,(2) Replacing elastic shock absorber cords on landing gear.
252,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,"(3) Servicing landing gear shock struts by adding oil, air, or both."
253,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,"(4) Servicing landing gear wheel bearings, such as cleaning and greasing."
254,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,(5) Replacing defective safety wiring or cotter keys.
255,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,"(6) Lubrication not requiring disassembly other than removal of nonstructural items such as cover plates, cowlings, and fairings."
256,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,"(7) Making simple fabric patches not requiring rib stitching or the removal of structural parts or control surfaces. In the case of balloons, the making of small fabric repairs to envelopes (as defined in, and in accordance with, the balloon manufacturer’s instructions) not requiring load tape repair or replacement."
257,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,(8) Replenishing hydraulic fluid in the hydraulic reservoir.
258,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,"(9) Refinishing decorative coating of fuselage, balloon baskets, wings tail group surfaces (excluding balanced control surfaces), fairings, cowlings, landing gear, cabin, or cockpit interior when removal or disassembly of any primary structure or operating system is not required."
259,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,(10) Applying preservative or protective material to components where no disassembly of any primary structure or operating system is involved and where such coating is not prohibited or is not contrary to good practices.
260,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,"(11) Repairing upholstery and decorative furnishings of the cabin, cockpit, or balloon basket interior when the repairing does not require disassembly of any primary structure or operating system, interfere with an operating system, or affect the primary structure of the aircraft."
261,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,"(12) Making small simple repairs to fairings, nonstructural cover plates, cowlings, and small
patches and reinforcements not changing the contour so as to interfere with proper airflow."
262,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,"(13) Replacing side windows where that work does not interfere with the structure or any
operating system such as controls or electrical equipment."
263,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,(14) Replacing safety belts.
264,43,Appendix  A,-,-,"Appendix A to GACAR Part 43 Major Aletrations, Major Repairs, and Preventive Maintenance",Preventive Maintenance,"(15) Replacing seats or seat parts with replacement parts approved for the aircraft, not involving disassembly of any primary structure or operating system."
